step,sim_time_sec,t_zone_c,t_amb_c,p_total_w,a0,a1,t_supply_cmd_c,fan_cmd_u,controller_source,prev_t_zone_c
124,3310200.0,26.091789688203335,-7.350000000000023,3303.976138112989,1.0,0.19159790873527527,35.0,0.5957989543676376,ppo_thermostatic,18.223439641677658
125,3311100.0,18.2956169944747,-7.274999999999977,227.640084611585,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.091789688203335
126,3312000.0,26.169434207541258,-7.199999999999989,3278.3089092401224,1.0,0.192600816488266,35.0,0.596300408244133,ppo_thermostatic,18.2956169944747
127,3312900.0,18.732129587945337,-7.09375,308.37043189107,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.169434207541258
128,3313800.0,26.699372157440223,-6.949999999999989,2991.73961758152,1.0,0.15756508708000183,35.0,0.5787825435400009,ppo_thermostatic,18.732129587945337
129,3314700.0,18.794247434422402,-6.806249999999977,319.86486255995146,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.699372157440223
130,3315600.0,26.58163832891688,-6.699999999999989,2863.452022781,1.0,0.09362761676311493,35.0,0.5468138083815575,ppo_thermostatic,18.794247434422402
131,3316500.0,18.805626840806497,-6.625,321.9831971982151,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.58163832891688
132,3317400.0,26.543019639413842,-6.550000000000011,2845.7382737720795,1.0,0.08195580542087555,35.0,0.5409779027104378,ppo_thermostatic,18.805626840806497
133,3318300.0,18.787145740264975,-6.475000000000023,318.5793874156483,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.543019639413842
134,3319200.0,26.365948496985936,-6.399999999999977,2802.801266941084,1.0,0.044489458203315735,35.0,0.5222447291016579,ppo_thermostatic,18.787145740264975
135,3320100.0,18.739047525960586,-6.324999999999989,309.696772097098,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.365948496985936
136,3321000.0,26.295803353318547,-6.25,2846.4004054777265,1.0,0.05200128257274628,35.0,0.5260006412863731,ppo_thermostatic,18.739047525960586
137,3321900.0,18.69416036106486,-6.175000000000011,301.4030397547654,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.295803353318547
138,3322800.0,26.159213575806916,-6.100000000000023,2832.989039362795,1.0,0.03126461058855057,35.0,0.5156323052942753,ppo_thermostatic,18.69416036106486
139,3323700.0,18.66386435676918,-6.064999999999998,295.8054529360315,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.159213575806916
140,3324600.0,26.19513149900058,-6.089999999999975,2885.7035340432712,1.0,0.05422847718000412,35.0,0.5271142385900021,ppo_thermostatic,18.66386435676918
141,3325500.0,18.638257183159453,-6.144999999999982,291.07194159593166,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.19513149900058
142,3326400.0,26.12965424442382,-6.199999999999989,2883.6828926775224,1.0,0.04587090015411377,35.0,0.5229354500770569,ppo_thermostatic,18.638257183159453
143,3327300.0,18.609977436671386,-6.246015624999984,285.84291867245173,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.12965424442382
144,3328200.0,26.118654574376194,-6.294375000000002,2909.957436153531,1.0,0.05392658710479736,35.0,0.5269632935523987,ppo_thermostatic,18.609977436671386
145,3329100.0,18.58270142002624,-6.345546875000025,280.7987046824277,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.118654574376194
146,3330000.0,26.07613124256426,-6.399999999999977,2923.18554912958,1.0,0.053695350885391235,35.0,0.5268476754426956,ppo_thermostatic,18.58270142002624
147,3330900.0,18.551822981959106,-6.459765624999989,275.0877104951826,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.07613124256426
148,3331800.0,26.078574208275654,-6.528124999999989,2964.3878824060266,1.0,0.06855960190296173,35.0,0.5342798009514809,ppo_thermostatic,18.551822981959106
149,3332700.0,18.521627079301652,-6.607421875,269.5023235707583,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.078574208275654
150,3333600.0,26.059824424046383,-6.699999999999989,2985.7351322742493,1.0,0.07391563802957535,35.0,0.5369578190147877,ppo_thermostatic,18.521627079301652
151,3334500.0,18.505371370619514,-6.8125,266.49414846456693,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.059824424046383
152,3335400.0,26.130348182002194,-6.949999999999989,3021.8059021633594,1.0,0.09506183862686157,35.0,0.5475309193134308,ppo_thermostatic,18.505371370619514
153,3336300.0,18.502512037312272,-7.112500000000011,265.9629356999017,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.130348182002194
154,3337200.0,26.170585065922012,-7.300000000000011,3035.2380897728035,1.0,0.10471908748149872,35.0,0.5523595437407494,ppo_thermostatic,18.502512037312272
155,3338100.0,18.495116634634826,-7.5,264.59300381886777,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.170585065922012
156,3339000.0,26.19152570985068,-7.699999999999989,3055.8103160153355,1.0,0.11464636027812958,35.0,0.5573231801390648,ppo_thermostatic,18.495116634634826
157,3339900.0,18.472190265298025,-7.899999999999977,260.35192556857754,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.19152570985068
158,3340800.0,26.172714509999537,-8.100000000000023,3093.0921700304084,1.0,0.12566301226615906,35.0,0.5628315061330795,ppo_thermostatic,18.472190265298025
159,3341700.0,18.426627012189613,-8.300000000000011,251.92474949938966,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.172714509999537
160,3342600.0,26.10717912678166,-8.5,3143.4309795616796,1.0,0.1354588121175766,35.0,0.5677294060587883,ppo_thermostatic,18.426627012189613
161,3343500.0,18.360655604242993,-8.699999999999989,239.72404140725507,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.10717912678166
162,3344400.0,26.00376700586179,-8.899999999999977,3208.031340832536,1.0,0.1454283893108368,35.0,0.5727141946554184,ppo_thermostatic,18.360655604242993
163,3345300.0,18.267809967531548,-9.118749999999977,222.5553807527721,-1.0,1.0,18.0,1.0,ppo_thermostatic,26.00376700586179
164,3346200.0,25.8556917371979,-9.366666666666674,3286.5751921502538,1.0,0.15450218319892883,35.0,0.5772510915994644,ppo_thermostatic,18.267809967531548
165,3347100.0,18.173191541256926,-9.631250000000023,205.05928964388661,-1.0,1.0,18.0,1.0,ppo_thermostatic,25.8556917371979
166,3348000.0,25.733946685562273,-9.899999999999977,3355.5352127442534,1.0,0.16324511170387268,35.0,0.5816225558519363,ppo_thermostatic,18.173191541256926
167,3348900.0,17.64357392806471,-10.170019531249977,393.00432053681686,-1.0,1.0,18.0,1.0,ppo_thermostatic,25.733946685562273
168,3349800.0,24.951981034534413,-10.445052083333337,3610.5147794893114,1.0,0.15557651221752167,35.0,0.5777882561087608,ppo_thermostatic,17.64357392806471
169,3350700.0,17.505412115842717,-10.722558593750023,477.9834352131652,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.951981034534413
170,3351600.0,24.92991758201356,-11.0,3773.365060573587,1.0,0.20445516705513,35.0,0.602227583527565,ppo_thermostatic,17.505412115842717
171,3352500.0,17.40214948171689,-11.310253906250011,541.4564241443459,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.92991758201356
172,3353400.0,24.897180860887488,-11.650781250000023,3893.6923643127434,1.0,0.23844783008098602,35.0,0.619223915040493,ppo_thermostatic,17.40214948171689
173,3354300.0,17.30878198192289,-11.965917968749977,598.8371037479546,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.897180860887488
174,3355200.0,24.875839822373734,-12.199999999999989,3996.8061627242814,1.0,0.2681781053543091,35.0,0.6340890526771545,ppo_thermostatic,17.30878198192289
175,3356100.0,17.233671570497677,-12.256250000000023,644.9754667210838,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.875839822373734
176,3357000.0,24.82496697446237,-12.149999999999977,4052.4919186625557,1.0,0.2794276475906372,35.0,0.6397138237953186,ppo_thermostatic,17.233671570497677
177,3357900.0,17.18436935984107,-11.993749999999977,675.2320047318335,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.82496697446237
178,3358800.0,24.809319194312877,-11.899999999999977,4107.42118189058,1.0,0.2946012616157532,35.0,0.6473006308078766,ppo_thermostatic,17.18436935984107
179,3359700.0,17.138739384961298,-11.875,703.2461976591268,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.809319194312877
180,3360600.0,24.769010204555286,-11.850000000000023,4152.5602040561935,1.0,0.3036326766014099,35.0,0.651816338300705,ppo_thermostatic,17.138739384961298
181,3361500.0,17.090810650675166,-11.824999999999989,732.6885909602321,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.769010204555286
182,3362400.0,24.713382872566626,-11.800000000000011,4189.940548180078,1.0,0.3083111345767975,35.0,0.6541555672883987,ppo_thermostatic,17.090810650675166
183,3363300.0,17.045559570941407,-11.756250000000023,760.4939682864513,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.713382872566626
184,3364200.0,24.63912392321697,-11.699999999999989,4214.928130319902,1.0,0.3068835139274597,35.0,0.6534417569637299,ppo_thermostatic,17.045559570941407
185,3365100.0,17.003810650806884,-11.668749999999989,786.1533109194996,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.63912392321697
186,3366000.0,24.56073531591261,-11.699999999999989,4236.829119806811,1.0,0.30403265357017517,35.0,0.6520163267850876,ppo_thermostatic,17.003810650806884
187,3366900.0,16.955331567113603,-11.774999999999977,815.9623877054056,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.56073531591261
188,3367800.0,24.46160786035159,-11.850000000000023,4254.9533416939585,1.0,0.2976100742816925,35.0,0.6488050371408463,ppo_thermostatic,16.955331567113603
189,3368700.0,16.90293285948451,-11.925000000000011,848.1862913033206,-1.0,1.0,18.0,1.0,ppo_thermostatic,24.46160786035159
190,3369600.0,24.35195538442315,-12.0,4268.513236569821,1.0,0.28870922327041626,35.0,0.6443546116352081,ppo_thermostatic,16.90293285948451
