step,sim_time_sec,elapsed_days,t_amb_c,boptest_t_zone_c,surrogate_t_zone_c,boptest_p_total_w,surrogate_p_total_w,boptest_a0,boptest_a1,surrogate_a0,surrogate_a1,boptest_t_supply_cmd_c,surrogate_t_supply_cmd_c,boptest_fan_cmd_u,surrogate_fan_cmd_u
48,304200.0,0.5208333333333334,-15.60612244897959,23.45795669598857,21.909114837646484,143.91612702899147,91.51742553710938,-0.4200524687767029,0.48805636167526245,-0.20447149872779846,0.5284359455108643,22.929554015398026,24.761992260813713,0.7440281808376312,0.7642179727554321
49,305100.0,0.53125,-15.317091836734676,23.582274081486844,21.96446418762207,180.18472673767184,93.06193542480469,-0.435297429561615,0.4943821430206299,-0.201214998960495,0.5293204188346863,22.799971848726273,24.789672508835793,0.7471910715103149,0.7646602094173431
50,306000.0,0.5416666666666666,-15.0,23.724364492518475,22.023509979248047,207.25889368382087,94.5587387084961,-0.44088542461395264,0.4982209801673889,-0.19771446287631989,0.5307467579841614,22.752473890781403,24.81942706555128,0.7491104900836945,0.7653733789920807
51,306900.0,0.5520833333333334,-14.284750566893422,23.598340264423086,21.913074493408203,267.9649199124631,101.52532958984375,-0.5034614205360413,0.5147389769554138,-0.24438460171222687,0.5385129451751709,22.22057792544365,24.42273088544607,0.7573694884777069,0.7692564725875854
52,307800.0,0.5625,-13.148790627362075,23.842867831765886,21.996116638183594,270.9810397003968,100.1627426147461,-0.48004060983657837,0.5027572512626648,-0.22768433392047882,0.5273653864860535,22.419654816389084,24.56468316167593,0.7513786256313324,0.7636826932430267
53,308700.0,0.5729166666666666,-12.113435374149674,23.863398291455326,22.186561584472656,306.50403853625295,104.345947265625,-0.5039140582084656,0.5177620649337769,-0.22554554045200348,0.53159099817276,22.216730505228043,24.58286290615797,0.7588810324668884,0.76579549908638
54,309600.0,0.5833333333333334,-11.699999999999989,24.017632666044847,22.365036010742188,311.01302533404265,111.35425567626953,-0.48966389894485474,0.5173192620277405,-0.23656179010868073,0.5407366156578064,22.337856858968735,24.489224784076214,0.7586596310138702,0.7703683078289032
55,310500.0,0.59375,-11.840196078431347,24.27130359411717,22.629150390625,292.7484012813423,109.60303497314453,-0.4429219961166382,0.5237046480178833,-0.19586601853370667,0.5502840280532837,22.735163033008575,24.835138842463493,0.7618523240089417,0.7751420140266418
56,311400.0,0.6041666666666666,-12.094226579520694,24.23513910685142,22.66182518005371,313.4188495473585,113.96597290039062,-0.45911115407943726,0.5447143912315369,-0.20858852565288544,0.5686273574829102,22.597555190324783,24.726997531950474,0.7723571956157684,0.7843136787414551
57,312300.0,0.6145833333333334,-12.426143790849665,24.342248207439695,22.638704299926758,306.32226873640826,111.00542449951172,-0.44051873683929443,0.5452662110328674,-0.1998598575592041,0.570717453956604,22.755590736865997,24.801191210746765,0.7726331055164337,0.785358726978302
58,313200.0,0.625,-12.800000000000011,24.306754688745116,22.605844497680664,314.61763515557107,106.42479705810547,-0.4486175775527954,0.5568159818649292,-0.1856938898563385,0.5722682476043701,22.68675059080124,24.921601936221123,0.7784079909324646,0.7861341238021851
59,314100.0,0.6354166666666666,-13.17941176470589,24.65919403467427,22.849580764770508,254.2298329614318,95.43025970458984,-0.356744647026062,0.5614253282546997,-0.10111864656209946,0.5840569138526917,23.467670500278473,25.640491504222155,0.7807126641273499,0.7920284569263458
60,315000.0,0.6458333333333334,-13.562254901960785,24.432666524473518,22.875247955322266,265.129256787971,96.67896270751953,-0.3855580687522888,0.5916203260421753,-0.10580822825431824,0.6057339310646057,23.222756415605545,25.600630059838295,0.7958101630210876,0.8028669655323029
61,315900.0,0.65625,-13.96397058823527,24.506072683598063,22.8632755279541,213.44895314473615,93.14518737792969,-0.33809924125671387,0.5786938071250916,-0.09431283175945282,0.607517659664154,23.626156449317932,25.69834093004465,0.7893469035625458,0.803758829832077
62,316800.0,0.6666666666666666,-14.399999999999977,24.29510047012866,22.845510482788086,192.00404331212775,89.25843048095703,-0.34358328580856323,0.5897302627563477,-0.08108402788639069,0.6090559959411621,23.579542070627213,25.81078576296568,0.7948651313781738,0.804527997970581
63,317700.0,0.6770833333333334,-14.901171874999989,24.58056404354005,23.114957809448242,90.03909394147647,80.08894348144531,-0.23072825372219086,0.5716497302055359,0.005197048187255859,0.6062096953392029,24.538809843361378,26.544174909591675,0.7858248651027679,0.8031048476696014
64,318600.0,0.6875,-15.469791666666652,24.256166066621006,23.108858108520508,133.85487197517602,80.66712188720703,-0.25306183099746704,0.5975641012191772,-0.0016186386346817017,0.6260510683059692,24.34897443652153,26.486241571605206,0.7987820506095886,0.8130255341529846
65,319500.0,0.6979166666666666,-16.078515625000023,24.34552233366128,23.0673885345459,357.72802946688813,76.87970733642578,-0.18673795461654663,0.5693202018737793,0.014273256063461304,0.6220670938491821,24.912727385759354,26.62132267653942,0.7846601009368896,0.8110335469245911
66,320400.0,0.7083333333333334,-16.69999999999999,24.25827812200191,22.995264053344727,500.7498822614655,73.17434692382812,-0.16113224625587463,0.5591840744018555,0.03069809079170227,0.618207573890686,25.130375906825066,26.76093377172947,0.7795920372009277,0.809103786945343
67,321300.0,0.71875,-17.50566406249999,24.504271671816866,23.08696174621582,800.8013137202603,67.39482879638672,-0.05531611666083336,0.5372673869132996,0.09661988914012909,0.6133137345314026,26.029813008382916,27.321269057691097,0.7686336934566498,0.8066568672657013
68,322200.0,0.7291666666666666,-18.50468749999999,24.47634586911613,22.933320999145508,954.3121536526921,65.60330963134766,-0.019152618944644928,0.5300663709640503,0.10616008937358856,0.6207886338233948,26.337202738970518,27.402360759675503,0.7650331854820251,0.8103943169116974
69,323100.0,0.7395833333333334,-19.426367187500006,24.514513386860358,22.706710815429688,1123.973748221296,61.41761016845703,0.032835446298122406,0.5057910680770874,0.1383873075246811,0.6072567105293274,26.77910129353404,27.67629211395979,0.7528955340385437,0.8036283552646637
70,324000.0,0.75,-20.0,24.516513732731426,22.491628646850586,1250.746770591752,57.509456634521484,0.07030867040157318,0.4845327138900757,0.17790865898132324,0.591271698474884,27.097623698413372,28.012223601341248,0.7422663569450378,0.795635849237442
71,324900.0,0.7604166666666666,-20.194648437500007,24.05247558672812,22.38340950012207,1597.4764041946469,54.45092010498047,0.11419716477394104,0.4543682932853699,0.2208503931760788,0.5734606385231018,27.4706759005785,28.37722834199667,0.7271841466426849,0.7867303192615509
72,325800.0,0.7708333333333334,-20.2096875,24.400163024905794,22.35546112060547,1911.3885685975724,52.81882858276367,0.265377938747406,0.3826873302459717,0.247355654835701,0.5607817769050598,28.75571247935295,28.60252306610346,0.6913436651229858,0.7803908884525299
73,326700.0,0.78125,-20.11988281250001,24.413226419232217,22.359085083007812,2013.899912059221,51.87089920043945,0.2939261198043823,0.3859987258911133,0.2624250054359436,0.5476483702659607,28.99837201833725,28.73061254620552,0.6929993629455566,0.7738241851329803
74,327600.0,0.7916666666666666,-20.0,24.473759950787894,22.372528076171875,2125.6816693660394,51.186798095703125,0.3427843451499939,0.3620876669883728,0.2727528214454651,0.5315605401992798,29.413666933774948,28.818398982286453,0.6810438334941864,0.7657802700996399
75,328500.0,0.8020833333333334,-19.85374999999999,24.422278571695017,22.300260543823242,2169.5818996689936,50.84062957763672,0.3585171103477478,0.34233853220939636,0.2639768719673157,0.5102874040603638,29.547395437955856,28.743803411722183,0.6711692661046982,0.7551437020301819
76,329400.0,0.8125,-19.669999999999987,24.41979864512905,22.28162384033203,2239.1626073697507,49.9751091003418,0.38959062099456787,0.31960856914520264,0.2775349020957947,0.4824451208114624,29.811520278453827,28.859046667814255,0.6598042845726013,0.7412225604057312
77,330300.0,0.8229166666666666,-19.50125,24.410858253647973,22.280115127563477,2304.804940181376,49.57646179199219,0.41650521755218506,0.3029676675796509,0.28688687086105347,0.46362555027008057,30.040294349193573,28.938538402318954,0.6514838337898254,0.7318127751350403
78,331200.0,0.8333333333333334,-19.400000000000006,24.402922032317974,22.27329444885254,2372.332416970564,49.36726760864258,0.44444042444229126,0.2869647741317749,0.29426997900009155,0.4476366639137268,30.277743607759476,29.001294821500778,0.6434823870658875,0.7238183319568634
79,332100.0,0.84375,-19.48942307692306,24.418680690148335,22.2825984954834,2455.8474192229187,49.02261734008789,0.4822962284088135,0.2682906985282898,0.31234145164489746,0.4285012483596802,30.599517941474915,29.15490233898163,0.6341453492641449,0.7142506241798401
80,333000.0,0.8541666666666666,-19.738461538461536,24.407403292392587,22.23627471923828,2530.2428367355114,49.04361343383789,0.5102101564407349,0.2575136423110962,0.3187306523323059,0.42113399505615234,30.836786329746246,29.2092105448246,0.6287568211555481,0.7105669975280762
81,333900.0,0.8645833333333334,-19.968269230769238,24.38973139919659,22.1509952545166,2601.888875635587,48.946529388427734,0.5369247794151306,0.24689127504825592,0.3284858465194702,0.41252875328063965,31.06386062502861,29.292129695415497,0.623445637524128,0.7062643766403198
82,334800.0,0.875,-20.0,24.376152572913497,22.079832077026367,2668.477188751682,48.86895751953125,0.5621602535247803,0.23755477368831635,0.34214264154434204,0.4046909809112549,31.278362154960632,29.408212453126907,0.6187773868441582,0.7023454904556274
83,335700.0,0.8854166666666666,-19.859671945701365,24.320638891958197,21.993268966674805,2700.372290525229,48.92100143432617,0.5796919465065002,0.21748249232769012,0.34624236822128296,0.3892245888710022,31.427381545305252,29.443060129880905,0.6087412461638451,0.6946122944355011
84,336600.0,0.8958333333333334,-19.702714932126696,24.31539760541682,22.00921630859375,2754.9786315168553,49.15605926513672,0.6025925278663635,0.20888620615005493,0.35796570777893066,0.3832365870475769,31.62203648686409,29.54270851612091,0.6044431030750275,0.6916182935237885
85,337500.0,0.90625,-19.544400452488674,24.311610023579135,22.0395565032959,2804.474177761132,49.768680572509766,0.621294379234314,0.2043190598487854,0.3580283522605896,0.3869568705558777,31.78100222349167,29.54324099421501,0.6021595299243927,0.6934784352779388
86,338400.0,0.9166666666666666,-19.400000000000006,24.311235504760987,22.069326400756836,2851.0383032776153,50.42582702636719,0.6398388147354126,0.19944995641708374,0.35633915662765503,0.3903418779373169,31.938629925251007,29.528882831335068,0.5997249782085419,0.6951709389686584
87,339300.0,0.9270833333333334,-19.268910845588238,24.181668738146016,21.928560256958008,2821.152261230178,50.1413459777832,0.6783320307731628,0.12239842861890793,0.36247342824935913,0.33096590638160706,32.265822261571884,29.581024140119553,0.561199214309454,0.6654829531908035
88,340200.0,0.9375,-19.14111519607843,24.213923441167026,21.963376998901367,2874.2117347265544,50.305885314941406,0.7120192050933838,0.10932262241840363,0.38369250297546387,0.3182094991207123,32.55216324329376,29.761386275291443,0.5546613112092018,0.6591047495603561
89,341100.0,0.9479166666666666,-19.017761948529426,24.237450564636276,22.01331329345703,2907.052225110946,51.036930084228516,0.7268521785736084,0.10854071378707886,0.3820003271102905,0.32623302936553955,32.67824351787567,29.74700278043747,0.5542703568935394,0.6631165146827698
90,342000.0,0.9583333333333334,-18.900000000000006,24.259208792212178,22.048141479492188,2931.340531775377,51.75043869018555,0.7406486868858337,0.10550037026405334,0.3779261112213135,0.3318740129470825,32.79551383852959,29.712371945381165,0.5527501851320267,0.6659370064735413
91,342900.0,0.96875,-18.847823660714283,24.346115290362775,22.152263641357422,2991.1243056998173,53.10429000854492,0.7252219319343567,0.15622001886367798,0.3599501848220825,0.37988728284835815,32.66438642144203,29.5595765709877,0.578110009431839,0.6899436414241791
92,343800.0,0.9791666666666666,-18.875446428571422,24.319759815138468,22.1527099609375,3001.2152615822265,53.96744918823242,0.7214218378067017,0.1608499437570572,0.3445725440979004,0.39219075441360474,32.632085621356964,29.428866624832153,0.5804249718785286,0.6960953772068024
93,344700.0,0.9895833333333334,-18.915345982142867,24.309878601188416,22.138206481933594,3029.3189494119306,54.428497314453125,0.7334986925125122,0.15634815394878387,0.34375351667404175,0.3938934803009033,32.734738886356354,29.421904891729355,0.5781740769743919,0.6969467401504517
94,345600.0,1.0,-18.900000000000006,24.30817922069241,22.133169174194336,3065.009413322043,54.83213806152344,0.748123049736023,0.15298977494239807,0.34595078229904175,0.39689159393310547,32.859045922756195,29.440581649541855,0.576494887471199,0.6984457969665527
95,346500.0,1.0104166666666667,-18.721146616541347,24.134451301837828,21.92365074157715,3017.1720264050336,55.0881462097168,0.739205539226532,0.12289538979530334,0.31352776288986206,0.3782668709754944,32.78324708342552,29.164985984563828,0.5614476948976517,0.6891334354877472
96,347400.0,1.0208333333333333,-18.396867167919794,24.11694002546136,21.92081069946289,3051.0168993980187,54.971805572509766,0.7601022124290466,0.11091741919517517,0.329306423664093,0.3636874556541443,32.960868805646896,29.29910460114479,0.5554587095975876,0.6818437278270721
97,348300.0,1.03125,-18.04915413533834,24.130680772510914,22.00621795654297,3093.028913021392,55.40468215942383,0.7801418900489807,0.10688181221485138,0.3310004472732544,0.37014585733413696,33.131206065416336,29.313503801822662,0.5534409061074257,0.6850729286670685
98,349200.0,1.0416666666666667,-17.80000000000001,24.161199094454503,22.089868545532227,3137.7174489873732,55.928897857666016,0.8052942752838135,0.10078536719083786,0.32504111528396606,0.3790765404701233,33.345001339912415,29.26284947991371,0.5503926835954189,0.6895382702350616
99,350100.0,1.0520833333333333,-17.77919407894737,23.576143900769694,21.356107711791992,2882.622702345033,55.76671600341797,0.744986355304718,0.004976280033588409,0.20076613128185272,0.3012159764766693,32.8323840200901,28.206512115895748,0.5024881400167942,0.6506079882383347
100,351000.0,1.0625,-17.945394736842104,23.45496685395699,21.15213394165039,2884.1423119341243,54.00380325317383,0.7626038789749146,-0.022486373782157898,0.2483673244714737,0.23169873654842377,32.982132971286774,28.611122258007526,0.48875681310892105,0.6158493682742119
101,351900.0,1.0729166666666667,-18.163898026315792,23.45513732903305,21.131301879882812,2928.3530130077374,53.828857421875,0.7667518258094788,-0.011277243494987488,0.26282161474227905,0.24058227241039276,33.01739051938057,28.733983725309372,0.49436137825250626,0.6202911362051964
102,352800.0,1.0833333333333333,-18.30000000000001,23.481252612679782,21.102785110473633,2974.884960770805,53.86808395385742,0.7760927677154541,-0.0012359172105789185,0.26283055543899536,0.2589259147644043,33.09678852558136,28.73405972123146,0.49938204139471054,0.6294629573822021
103,353700.0,1.09375,-18.14474381625442,23.77992153319684,21.43179702758789,3157.420095252421,54.059078216552734,0.8311325311660767,0.041209377348423004,0.3174298405647278,0.3070821464061737,33.56462651491165,29.198153644800186,0.5206046886742115,0.6535410732030869
104,354600.0,1.1041666666666667,-17.652650176678435,23.92075455870946,21.600013732910156,3251.85879592227,54.793724060058594,0.8601617217063904,0.06065354123711586,0.3011928200721741,0.35711967945098877,33.81137463450432,29.06013897061348,0.5303267706185579,0.6785598397254944
105,355500.0,1.1145833333333333,-16.934231448763228,24.052790440920376,21.75027084350586,3331.3986245398655,55.14861297607422,0.8957448601722717,0.06821828335523605,0.2914614677429199,0.3805689215660095,34.11383131146431,28.97742247581482,0.534109141677618,0.6902844607830048
106,356400.0,1.125,-16.100000000000023,24.2051129178746,21.93607521057129,3402.0632412960053,55.54393768310547,0.9261100888252258,0.07943910360336304,0.28118830919265747,0.4028458595275879,34.37193575501442,28.89010062813759,0.5397195518016815,0.701422929763794
107,357300.0,1.1354166666666667,-13.380603181586935,23.131624984881,20.379343032836914,2800.7993947847103,56.19203567504883,0.7100757360458374,-0.03816001117229462,-0.028332147747278214,0.2727034091949463,32.53564375638962,26.259176744148135,0.4809199944138527,0.6363517045974731
108,358200.0,1.1458333333333333,-8.453575504255411,22.88393712360903,20.77944564819336,2565.10998316262,52.062191009521484,0.6843702793121338,-0.12081758677959442,0.06936907768249512,0.08730017393827438,32.31714737415314,27.08963716030121,0.4395912066102028,0.5436500869691372
109,359100.0,1.15625,-3.5997600747961656,23.053059589206157,21.951679229736328,2461.794914088317,54.76453399658203,0.6704448461532593,-0.12976723909378052,0.02869682013988495,0.09824948012828827,32.198781192302704,26.743922971189022,0.43511638045310974,0.5491247400641441
